,district,latitude,longitude
1753,Kabupaten Labuhanbatu Utara,2.3465638,99.8124935
1754,Kabupaten Labuhanbatu Selatan,1.8799353,100.1703257
1756,Kabupaten Nias Utara,1.1255279,97.5247243
1757,Kabupaten Nias Barat,1.1255279,97.5247243
1758,Kota Gunungsitoli,1.281964,97.61594
1759,Kabupaten Kepulauan Meranti,0.9208765,102.6675575
1760,Kota Sungai Penuh,-2.06314,101.387199
1761,Kabupaten Bengkulu Tengah,-3.7955556,102.2591667
1762,Kabupaten Tulangbawang Barat,-4.5256967,105.0791228
1763,Kabupaten Pringsewu,-5.3539884,104.9622498
1764,Kabupaten Mesuji,-4.0044783,105.3131185
1765,Kabupaten Lingga,-0.1627686,104.6354631
1766, Kabupaten Anambas,3.1055459,105.6537231
1767,Kabupaten Sleman,-7.716165,110.335403
1768,Kota Tangerang Selatan,-6.2888889,106.7180556
1769,Kabupaten Lombok Utara,-8.3739076,116.2777073
1770,Kabupaten Sabu Raijua,-10.5541116,121.8334868
1771,Kabupaten Bolang Mongondow Timur,0.7152651,124.4641848
1772,Kabupaten Bolang Mongondow Selatan,0.4053215,123.8411288
1773,Kabupaten Sigi,-1.3834127,120.0665236
1774,Kabupaten Toraja Utara,-2.8621942,119.8352303
1775,Kabupaten Maluku Barat Daya,-7.7851588,126.3498097
1776,Kabupaten Buru,-3.3927754,126.7819505
1778,Kabupaten Pulau Morota,2.3656672,128.4008357
1789,Kabupaten Tambrauw,-0.781856,132.3938375
1790,Kabupaten Maybat,3.1472,101.6997
1791,Kabupaten Memberamo Tengah,-2.3745692,138.3190276
1792,Kabupaten Yalimo,-3.7852847,139.4466005
1793,Kabupaten Lanny Jaya,-3.971033,138.3190276
1794,Kabupaten Nduga,-4.4069496,138.2393528
1795,Kabupaten Puncak,-6.7125476,106.9542425
1796,Kabupaten Dogiyai,-4.0193872,135.9610446
1797,Kabupaten Intan Jaya,-3.5076422,136.7478493
1798,Kabupaten Deiyai,-4.0974893,136.4393054
